"","X","society_id","society_name","society_xd_id","language_glottocode","language_name","language_family","variable_id","code","code_label","focal_year","sub_case","comment"
"629",629,"Eh8","Sakalava","xd694","saka1291","West Malagasy Sakalava","Austronesian","MonthlyMeanPrecipitation",64203.6911,NA,NA,NA,NA
"630",630,"WNAI166","Ohkay Owingeh","xd1429","sanj1276","San Juan (USA)","Kiowa-Tanoan","MonthlyMeanPrecipitation",64253.39936,NA,NA,NA,NA
"631",631,"Na4","Kaska","xd1056","kask1239","Kaska","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",64286.19598,NA,NA,NA,NA
"632",632,"Nd19","Umatilla","xd1151","umat1237","Umatilla","Sahaptian","MonthlyMeanPrecipitation",64391.96119,NA,NA,NA,NA
"633",633,"WNAI108","Umatilla","xd1151","umat1237","Umatilla","Sahaptian","MonthlyMeanPrecipitation",64391.96119,NA,NA,NA,NA
"634",634,"B134","Bunurong","xd978","woiw1237","Woiwurrung","Pama-Nyungan","MonthlyMeanPrecipitation",64634.74943,NA,NA,NA,NA
"635",635,"SCCS55","Abkhaz","xd577","abkh1244","Abkhazian","Abkhaz-Adyge","MonthlyMeanPrecipitation",64914.04306,NA,NA,NA,NA
"636",636,"Nf9","Menominee","xd1243","meno1252","Menominee","Algic","MonthlyMeanPrecipitation",65040.16611,NA,NA,NA,NA
"637",637,"Nf15","Kickapoo","xd1235","kick1244","Kickapoo","Algic","MonthlyMeanPrecipitation",65073.05301,NA,NA,NA,NA
"638",638,"Ca10","Esa","xd416","nort3051","Northern Somali","Afro-Asiatic","MonthlyMeanPrecipitation",65141.33396,NA,NA,NA,NA
"639",639,"Nf2","Ho Chunk","xd1236","hoch1243","Ho-Chunk","Siouan","MonthlyMeanPrecipitation",65162.55505,NA,NA,NA,NA
"640",640,"SCCS52","Sami","xd544","nort2671","North Saami","Uralic","MonthlyMeanPrecipitation",65438.05278,NA,NA,NA,NA
"641",641,"B112","Ildawongga","xd959","wanm1242","Wanman","Pama-Nyungan","MonthlyMeanPrecipitation",65533.1676,NA,NA,NA,NA
"642",642,"ch24","Livs","xd562","livv1244","Liv","Uralic","MonthlyMeanPrecipitation",65590.86145,NA,NA,NA,NA
"643",643,"B113","Pintubi","xd960","pint1250","Pintupi-Luritja","Pama-Nyungan","MonthlyMeanPrecipitation",65900.49958,NA,NA,NA,NA
"644",644,"Nd60","Moache","xd1197","utee1244","Ute","Uto-Aztecan","MonthlyMeanPrecipitation",65949.18337,NA,NA,NA,NA
"645",645,"Nd12","Bitterroot Salish","xd1144","kali1309","Kalispel","Salishan","MonthlyMeanPrecipitation",66028.38767,NA,NA,NA,NA
"646",646,"Ca17","Tsamai","xd423","tsam1247","Tsamai","Afro-Asiatic","MonthlyMeanPrecipitation",66131.54844,NA,NA,NA,NA
"647",647,"Ca18","Arbore","xd424","arbo1245","Arbore","Afro-Asiatic","MonthlyMeanPrecipitation",66131.54844,NA,NA,NA,NA
"648",648,"Ch6","Byelorussians","xd570","bela1254","Belarusian","Indo-European","MonthlyMeanPrecipitation",66384.92761,NA,NA,NA,NA
"649",649,"B111","Mardudjara","xd958","mart1256","Martu Wangka","Pama-Nyungan","MonthlyMeanPrecipitation",66584.84488,NA,NA,NA,NA
"650",650,"B106","Kariyarra","xd780","kari1304","Kariyarra","Pama-Nyungan","MonthlyMeanPrecipitation",66800.73183,NA,NA,NA,NA
"651",651,"Ch1","Serbs","xd546","serb1264","Serbian","Indo-European","MonthlyMeanPrecipitation",66812.48469,NA,NA,NA,NA
"652",652,"Na39","Eastern Ojibwa","xd1055","east2542","Eastern Ojibwa","Algic","MonthlyMeanPrecipitation",66902.74524,NA,NA,NA,NA
"653",653,"WNAI130","Uncompahgre Ute","xd1199","utee1244","Ute","Uto-Aztecan","MonthlyMeanPrecipitation",66910.18541,NA,NA,NA,NA
"654",654,"Ch9","Lithuanians","xd573","lith1251","Lithuanian","Indo-European","MonthlyMeanPrecipitation",67059.22756,NA,NA,NA,NA
"655",655,"ch23","Lithuanian Tatar","xd561","west2405","Western Tatar","Turkic","MonthlyMeanPrecipitation",67059.22756,NA,NA,NA,NA
"656",656,"B125","Yuwaalaraay","xd970","gami1243","Yuwaalaraay-Gamilaraay","Pama-Nyungan","MonthlyMeanPrecipitation",67177.47977,NA,NA,NA,NA
"657",657,"ch21","Latvians","xd559","latv1249","Latvian","Indo-European","MonthlyMeanPrecipitation",67196.26467,NA,NA,NA,NA
"658",658,"Ag2","Mossi (Yatenga)","xd255","moss1236","Mossi","Atlantic-Congo","MonthlyMeanPrecipitation",67218.68009,NA,NA,NA,NA
"659",659,"WNAI170","Taos","xd1282","taos1236","Taos","Kiowa-Tanoan","MonthlyMeanPrecipitation",67245.51284,NA,NA,NA,NA
"660",660,"ec17","Negidal","xd625","negi1245","Negidal","Tungusic","MonthlyMeanPrecipitation",67277.51153,NA,NA,NA,NA
"661",661,"B117","Alyawara","xd964","alya1239","Alyawarr","Pama-Nyungan","MonthlyMeanPrecipitation",67346.63748,NA,NA,NA,NA
"662",662,"B327","Eastern Ojibwa","xd1055","east2542","Eastern Ojibwa","Algic","MonthlyMeanPrecipitation",67482.20327,NA,NA,NA,NA
"663",663,"B331","Rainy River Ojibwe","xd1053","rain1239","Rainy River Ojibwa","Algic","MonthlyMeanPrecipitation",67482.20327,NA,NA,NA,NA
"664",664,"Nd14","Coeur d’Alene","xd1146","coeu1236","Coeur d'Alene","Salishan","MonthlyMeanPrecipitation",67671.72084,NA,NA,NA,NA
"665",665,"WNAI103","Coeur d’Alene","xd1146","coeu1236","Coeur d'Alene","Salishan","MonthlyMeanPrecipitation",67671.72084,NA,NA,NA,NA
"666",666,"B170","Lake Miwok","xd1120","lake1258","Lake Miwok","Miwok-Costanoan","MonthlyMeanPrecipitation",67828.10755,NA,NA,NA,NA
"667",667,"Ad1","Bajuni","xd76","baju1245","Bajuni","Atlantic-Congo","MonthlyMeanPrecipitation",68051.21192,NA,NA,NA,NA
"668",668,"Ad35","Meru","xd104","kiku1240","Kikuyu","Atlantic-Congo","MonthlyMeanPrecipitation",68198.09799,NA,NA,NA,NA
"669",669,"Ad40","Tiriki","xd110","idak1243","Idakho-Isukha-Tiriki","Atlantic-Congo","MonthlyMeanPrecipitation",68198.09799,NA,NA,NA,NA
"670",670,"Aj7","Nandi","xd412","nand1266","Nandi","Nilotic","MonthlyMeanPrecipitation",68198.09799,NA,NA,NA,NA
"671",671,"Nf5","Wichita","xd1239","wich1260","Wichita","Caddoan","MonthlyMeanPrecipitation",68369.40767,NA,NA,NA,NA
"672",672,"Ch3","Czechs","xd567","czec1258","Czech","Indo-European","MonthlyMeanPrecipitation",68449.75072,NA,NA,NA,NA
"673",673,"Cb9","Hausa Kanawa","xd486","kano1249","Kano","Afro-Asiatic","MonthlyMeanPrecipitation",68623.55334,NA,NA,NA,NA
"674",674,"Id10","Walbiri","xd773","warl1254","Warlpiri","Pama-Nyungan","MonthlyMeanPrecipitation",68758.59449,NA,NA,NA,NA
"675",675,"B234","Uncompahgre Ute","xd1199","utee1244","Ute","Uto-Aztecan","MonthlyMeanPrecipitation",68831.36698,NA,NA,NA,NA
"676",676,"Ag29","Samo","xd265","sout2844","Southern Samo","Mande","MonthlyMeanPrecipitation",69213.82237,NA,NA,NA,NA
"677",677,"B316","Umatilla","xd1151","umat1237","Umatilla","Sahaptian","MonthlyMeanPrecipitation",69276.16509,NA,NA,NA,NA
"678",678,"Nc15","Coast Yuki","xd1113","yuki1243","Yuki","Yuki-Wappo","MonthlyMeanPrecipitation",69660.14953,NA,NA,NA,NA
"679",679,"WNAI60","Coast Yuki","xd1113","yuki1243","Yuki","Yuki-Wappo","MonthlyMeanPrecipitation",69660.14953,NA,NA,NA,NA
"680",680,"Ad3","Chagga","xd98","moch1256","Mochi","Atlantic-Congo","MonthlyMeanPrecipitation",69841.81211,NA,NA,NA,NA
"681",681,"ch22","Lithuanian Karaim","xd560","kara1464","Karaim","Turkic","MonthlyMeanPrecipitation",69880.03487,NA,NA,NA,NA
"682",682,"Ag30","Bobo","xd267","nort2819","Northern Bobo Madaré","Mande","MonthlyMeanPrecipitation",69892.61296,NA,NA,NA,NA
"683",683,"Ai42","Tullishi","xd373","tuli1249","Tulishi","Kadugli-Krongo","MonthlyMeanPrecipitation",69907.88513,NA,NA,NA,NA
"684",684,"Ai43","Nyimang","xd374","amas1236","Ama (Sudan)","Nyimang","MonthlyMeanPrecipitation",69907.88513,NA,NA,NA,NA
"685",685,"Ag1","Bambara","xd244","bamb1269","Bambara","Mande","MonthlyMeanPrecipitation",70036.90329,NA,NA,NA,NA
"686",686,"Ca15","Darasa","xd421","gede1246","Gedeo","Afro-Asiatic","MonthlyMeanPrecipitation",70074.80586,NA,NA,NA,NA
"687",687,"Ca40","Baditu","xd449","koor1239","Koorete","Ta-Ne-Omotic","MonthlyMeanPrecipitation",70074.80586,NA,NA,NA,NA
"688",688,"Ca41","Dorse","xd450","dorz1235","Dorze","Ta-Ne-Omotic","MonthlyMeanPrecipitation",70074.80586,NA,NA,NA,NA
"689",689,"Ad34","Kamba","xd103","kamb1297","Kamba (Kenya)","Atlantic-Congo","MonthlyMeanPrecipitation",70369.96845,NA,NA,NA,NA
"690",690,"Id5","Kariyarra","xd780","kari1304","Kariyarra","Pama-Nyungan","MonthlyMeanPrecipitation",70442.92486,NA,NA,NA,NA
"691",691,"B76","!Ko","xd934","huaa1248","East Taa","Tuu","MonthlyMeanPrecipitation",70506.58914,NA,NA,NA,NA
"692",692,"Ch4","Mari","xd568","east2328","Eastern Mari","Uralic","MonthlyMeanPrecipitation",70550.89066,NA,NA,NA,NA
"693",693,"Ci7","Chechen","xd583","chec1245","Chechen","Nakh-Daghestanian","MonthlyMeanPrecipitation",70550.89066,NA,NA,NA,NA
"694",694,"Nh27","Kewa","xd1278","sant1425","Santo Domingo","Keresan","MonthlyMeanPrecipitation",70684.25302,NA,NA,NA,NA
"695",695,"B226","Kidutokado","xd1157","nort1551","North Northern Paiute","Uto-Aztecan","MonthlyMeanPrecipitation",70718.24521,NA,NA,NA,NA
"696",696,"WNAI51","Achumawi (East)","xd1108","achu1247","Achumawi","Palaihnihan","MonthlyMeanPrecipitation",70718.24521,NA,NA,NA,NA
"697",697,"Na24","Tasiilaq","xd1040","tunu1234","Tunumiisiut","Eskimo-Aleut","MonthlyMeanPrecipitation",70835.2782,NA,NA,NA,NA
"698",698,"B175","Central Sierra Miwok","xd1136","cent2140","Central Sierra Miwok","Miwok-Costanoan","MonthlyMeanPrecipitation",70846.32077,NA,NA,NA,NA
"699",699,"Nc5","Central Sierra Miwok","xd1136","cent2140","Central Sierra Miwok","Miwok-Costanoan","MonthlyMeanPrecipitation",70846.32077,NA,NA,NA,NA
"700",700,"WNAI69","Central Sierra Miwok","xd1136","cent2140","Central Sierra Miwok","Miwok-Costanoan","MonthlyMeanPrecipitation",70846.32077,NA,NA,NA,NA
"701",701,"Ai10","Otoro","xd338","otor1240","Otoro","Heibanic","MonthlyMeanPrecipitation",70906.73073,NA,NA,NA,NA
"702",702,"Ai37","Koalib","xd367","koal1240","Koalib-Rere","Heibanic","MonthlyMeanPrecipitation",70906.73073,NA,NA,NA,NA
"703",703,"Ah38","Kapsiki","xd329","psik1239","Psikye","Afro-Asiatic","MonthlyMeanPrecipitation",71063.11734,NA,NA,NA,NA
"704",704,"Ah39","Podokwo","xd330","park1239","Parkwa","Afro-Asiatic","MonthlyMeanPrecipitation",71063.11734,NA,NA,NA,NA
"705",705,"Ah7","Mafa","xd334","mafa1239","Mafa","Afro-Asiatic","MonthlyMeanPrecipitation",71063.11734,NA,NA,NA,NA
"706",706,"WNAI94","Dakelh (Lower Carrier)","xd1035","carr1249","Carrier","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",71087.94536,NA,NA,NA,NA
"707",707,"Ag45","Gurma","xd283","gour1243","Gourmanchéma","Atlantic-Congo","MonthlyMeanPrecipitation",71115.0348,NA,NA,NA,NA
"708",708,"Aa8","/Xam","xd8","xamm1241","/Xam","Tuu","MonthlyMeanPrecipitation",71156.45282,NA,NA,NA,NA
"709",709,"B135","Kurnai","xd979","gana1278","Ganai","Pama-Nyungan","MonthlyMeanPrecipitation",71254.36753,NA,NA,NA,NA
"710",710,"Ch2","Hutsuls","xd557","sout2604","Southwest Ukrainian","Indo-European","MonthlyMeanPrecipitation",71261.9438,NA,NA,NA,NA
"711",711,"SCCS34","Maasi","xd395","masa1300","Masai","Nilotic","MonthlyMeanPrecipitation",71294.36767,NA,NA,NA,NA
"712",712,"SCCS35","Konso","xd415","kons1243","Konso","Afro-Asiatic","MonthlyMeanPrecipitation",71439.83592,NA,NA,NA,NA
"713",713,"Ad12","Gusii","xd79","gusi1247","Gusii","Atlantic-Congo","MonthlyMeanPrecipitation",71490.02478,NA,NA,NA,NA
"714",714,"B68","Hai//om","xd930","haio1238","Hai//om","Khoe-Kwadi","MonthlyMeanPrecipitation",71603.66229,NA,NA,NA,NA
"715",715,"Ai19","Musgu","xd347","musg1254","Musgu","Afro-Asiatic","MonthlyMeanPrecipitation",71711.21221,NA,NA,NA,NA
"716",716,"Nh16","Jicarilla","xd1266","jica1244","Jicarilla Apache","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",71803.54005,NA,NA,NA,NA
"717",717,"Ai8","Dilling","xd382","dill1242","Dilling","Nubian","MonthlyMeanPrecipitation",71805.98956,NA,NA,NA,NA
"718",718,"B323","Sanpoil","xd1174","sanp1257","Sanpoil","Salishan","MonthlyMeanPrecipitation",71947.40014,NA,NA,NA,NA
"719",719,"B340","Waswanipi Cree","xd1005","sout2978","Southern East Cree","Algic","MonthlyMeanPrecipitation",72063.11515,NA,NA,NA,NA
"720",720,"B315","Tenino","xd1141","teni1238","Tenino","Sahaptian","MonthlyMeanPrecipitation",72105.65641,NA,NA,NA,NA
"721",721,"Sj5","Aimoré","xd1413","kren1239","Krenak","Nuclear-Macro-Je","MonthlyMeanPrecipitation",72319.73439,NA,NA,NA,NA
"722",722,"Ad41","Vugusu","xd111","buku1249","Bukusu","Atlantic-Congo","MonthlyMeanPrecipitation",72322.03149,NA,NA,NA,NA
"723",723,"Aj27","Sapei","xd403","kups1238","Kupsabiny","Nilotic","MonthlyMeanPrecipitation",72322.03149,NA,NA,NA,NA
"724",724,"Na42","Potawatomi","xd1059","pota1247","Potawatomi","Algic","MonthlyMeanPrecipitation",72448.71634,NA,NA,NA,NA
"725",725,"SCCS184","Mapuche","xd1384","mapu1245","Mapudungun","Araucanian","MonthlyMeanPrecipitation",72565.77687,NA,NA,NA,NA
"726",726,"SCCS50","Spanish Basques","xd535","west1508","Western Low Navarrese","Basque","MonthlyMeanPrecipitation",72670.79897,NA,NA,NA,NA
"727",727,"B75","Kua","xd933","kuaa1238","Kua","Khoe-Kwadi","MonthlyMeanPrecipitation",72802.6158,NA,NA,NA,NA
"728",728,"B349","Dakelh","xd1035","carr1249","Carrier","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",72906.80489,NA,NA,NA,NA
"729",729,"Nc1","Nomlaki","xd1107","noml1242","Nomlaki","Wintuan","MonthlyMeanPrecipitation",73004.3637,NA,NA,NA,NA
"730",730,"Nc22","Patwin","xd1121","patw1250","Patwin","Wintuan","MonthlyMeanPrecipitation",73004.3637,NA,NA,NA,NA
"731",731,"WNAI67","Patwin","xd1121","patw1250","Patwin","Wintuan","MonthlyMeanPrecipitation",73004.3637,NA,NA,NA,NA
"732",732,"Ad39","Sonjo","xd108","temi1247","Temi","Atlantic-Congo","MonthlyMeanPrecipitation",73136.74629,NA,NA,NA,NA
"733",733,"Sa6","Yucatec Maya","xd1322","yuca1254","Yucatec Maya","Mayan","MonthlyMeanPrecipitation",73169.5534,NA,NA,NA,NA
"734",734,"Nd62","Uncompahgre Ute","xd1199","utee1244","Ute","Uto-Aztecan","MonthlyMeanPrecipitation",73213.00921,NA,NA,NA,NA
"735",735,"Cb15","Messiria Humr","xd464","tama1331","Tama (Chad)","Tamaic","MonthlyMeanPrecipitation",73558.58883,NA,NA,NA,NA
"736",736,"ec18","Ulch","xd626","ulch1241","Ulch","Tungusic","MonthlyMeanPrecipitation",73669.72815,NA,NA,NA,NA
"737",737,"SCCS37","Amhara","xd455","amha1245","Amharic","Afro-Asiatic","MonthlyMeanPrecipitation",73701.39815,NA,NA,NA,NA
"738",738,"Ed10","Shantung","xd639","mand1415","Mandarin Chinese","Sino-Tibetan","MonthlyMeanPrecipitation",73714.84474,NA,NA,NA,NA
"739",739,"WNAI126","Agaiduka","xd1182","nort2955","Northern Shoshoni","Uto-Aztecan","MonthlyMeanPrecipitation",73786.06444,NA,NA,NA,NA
"740",740,"B35","Paraujano","xd1330","para1316","Paraujano","Arawakan","MonthlyMeanPrecipitation",73900.93842,NA,NA,NA,NA
"741",741,"Nd8","Chilcotin","xd1206","chil1280","Chilcotin","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",73915.78364,NA,NA,NA,NA
"742",742,"ec21","Udihe","xd630","udih1248","Udihe","Tungusic","MonthlyMeanPrecipitation",73980.19285,NA,NA,NA,NA
"743",743,"B208","Kuyuidokado","xd1160","sout2967","South Northern Paiute","Uto-Aztecan","MonthlyMeanPrecipitation",74029.54734,NA,NA,NA,NA
"744",744,"Na28","Sekani","xd1044","seka1250","Sekani","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",74145.93064,NA,NA,NA,NA
"745",745,"Na40","Ottawa","xd1057","otta1242","Ottawa","Algic","MonthlyMeanPrecipitation",74405.34047,NA,NA,NA,NA
"746",746,"B318","Klikitat","xd1149","nucl1237","Nuclear Yakima","Sahaptian","MonthlyMeanPrecipitation",74444.85358,NA,NA,NA,NA
"747",747,"Ag53","Bisa","xd292","biss1248","Bissa","Mande","MonthlyMeanPrecipitation",74486.35854,NA,NA,NA,NA
"748",748,"Ah13","Dakakari","xd302","clel1238","C'lela","Atlantic-Congo","MonthlyMeanPrecipitation",74676.33386,NA,NA,NA,NA
"749",749,"Ci12","Abkhaz","xd577","abkh1244","Abkhazian","Abkhaz-Adyge","MonthlyMeanPrecipitation",74745.73882,NA,NA,NA,NA
"750",750,"B173","Northern Pomo","xd1115","nort2966","Northern Pomo","Pomoan","MonthlyMeanPrecipitation",75064.40181,NA,NA,NA,NA
"751",751,"Ci2","Khevsur","xd578","xevs1238","Xevsur","Kartvelian","MonthlyMeanPrecipitation",75148.38033,NA,NA,NA,NA
"752",752,"Ni1","Tarahumara","xd1286","cent2131","Central Tarahumara","Uto-Aztecan","MonthlyMeanPrecipitation",75201.51505,NA,NA,NA,NA
"753",753,"B74","G/wi","xd932","gwii1239","/Gwi","Khoe-Kwadi","MonthlyMeanPrecipitation",75246.93813,NA,NA,NA,NA
"754",754,"Ng1","Huron","xd1244","wyan1247","Wyandot","Iroquoian","MonthlyMeanPrecipitation",75250.29788,NA,NA,NA,NA
"755",755,"Ai21","Bagirmi","xd350","bagi1246","Bagirmi","Central Sudanic","MonthlyMeanPrecipitation",75442.2055,NA,NA,NA,NA
"756",756,"B338","Mistissini Cree","xd1062","sout2978","Southern East Cree","Algic","MonthlyMeanPrecipitation",75464.11625,NA,NA,NA,NA
"757",757,"B330","Bitterroot Salish","xd1144","kali1309","Kalispel","Salishan","MonthlyMeanPrecipitation",75583.97938,NA,NA,NA,NA
"758",758,"Ah5","Margi","xd332","marg1265","Marghi Central","Afro-Asiatic","MonthlyMeanPrecipitation",75630.67511,NA,NA,NA,NA
"759",759,"B325","Nlaka'pamux","xd1142","thom1243","Thompson","Salishan","MonthlyMeanPrecipitation",75638.12675,NA,NA,NA,NA
"760",760,"SCCS156","Miskito","xd1325","misk1235","Mískito","Misumalpan","MonthlyMeanPrecipitation",75804.73836,NA,NA,NA,NA
"761",761,"B320","Coeur d’Alene","xd1146","coeu1236","Coeur d'Alene","Salishan","MonthlyMeanPrecipitation",76092.87279,NA,NA,NA,NA
"762",762,"SCCS144","Huron","xd1244","wyan1247","Wyandot","Iroquoian","MonthlyMeanPrecipitation",76328.79119,NA,NA,NA,NA
"763",763,"WNAI101","Sinkiuse-Columbia","xd1419","colu1250","Columbia","Salishan","MonthlyMeanPrecipitation",76403.95598,NA,NA,NA,NA
"764",764,"WNAI68","Northern Miwok","xd1420","nort2968","Northern Sierra Miwok","Miwok-Costanoan","MonthlyMeanPrecipitation",76485.83338,NA,NA,NA,NA
"765",765,"Ci6","Ossetians","xd582","osse1243","Ossetian","Indo-European","MonthlyMeanPrecipitation",76635.64113,NA,NA,NA,NA
"766",766,"SCCS64","Burusho","xd654","buru1296","Burushaski",NA,"MonthlyMeanPrecipitation",76644.6364,NA,NA,NA,NA
"767",767,"Ab21a","Kisama","xd23","sama1300","Sama","Atlantic-Congo","MonthlyMeanPrecipitation",76838.78966,NA,NA,NA,NA
"768",768,"B104","Karajarri","xd953","kara1476","Karadjeri","Pama-Nyungan","MonthlyMeanPrecipitation",76946.2954,NA,NA,NA,NA
"769",769,"B362","Dena'ina","xd1042","tana1289","Tanaina","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",76997.66257,NA,NA,NA,NA
"770",770,"WNAI104","Kalispel","xd1145","kali1309","Kalispel","Salishan","MonthlyMeanPrecipitation",77159.76107,NA,NA,NA,NA
"771",771,"B48","Aimoré","xd1413","kren1239","Krenak","Nuclear-Macro-Je","MonthlyMeanPrecipitation",77309.7205,NA,NA,NA,NA
"772",772,"Ci4","Cherkess","xd580","kaba1278","Kabardian","Abkhaz-Adyge","MonthlyMeanPrecipitation",77456.55831,NA,NA,NA,NA
"773",773,"B109","Walbiri","xd773","warl1254","Warlpiri","Pama-Nyungan","MonthlyMeanPrecipitation",77471.99149,NA,NA,NA,NA
"774",774,"SCCS27","Masa","xd383","masa1322","Masana","Afro-Asiatic","MonthlyMeanPrecipitation",77687.35904,NA,NA,NA,NA
"775",775,"SCCS125","Montagnais","xd1048","mont1268","Montagnais","Algic","MonthlyMeanPrecipitation",77742.71082,NA,NA,NA,NA
"776",776,"Ad32","Giriama","xd101","giry1241","Giryama","Atlantic-Congo","MonthlyMeanPrecipitation",77809.33547,NA,NA,NA,NA
"777",777,"Na45","Mistissini Cree","xd1062","sout2978","Southern East Cree","Algic","MonthlyMeanPrecipitation",77909.65313,NA,NA,NA,NA
"778",778,"Ca16","Sidama","xd422","sida1246","Sidamo","Afro-Asiatic","MonthlyMeanPrecipitation",78237.08715,NA,NA,NA,NA
"779",779,"B363","Tutchone","xd1012","nort2941","Northern Tutchone","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",78278.14009,NA,NA,NA,NA
"780",780,"Ab13","Tswana","xd14","tswa1253","Tswana","Atlantic-Congo","MonthlyMeanPrecipitation",78320.73565,NA,NA,NA,NA
"781",781,"Na19","Dakelh","xd1035","carr1249","Carrier","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",78591.57972,NA,NA,NA,NA
"782",782,"Ab6","Venda","xd29","vend1245","Venda","Atlantic-Congo","MonthlyMeanPrecipitation",78645.35105,NA,NA,NA,NA
"783",783,"SCCS30","Otoro","xd338","otor1240","Otoro","Heibanic","MonthlyMeanPrecipitation",78687.64992,NA,NA,NA,NA
"784",784,"Sa3","Ch'orti'","xd1319","chor1273","Chortí","Mayan","MonthlyMeanPrecipitation",78807.52264,NA,NA,NA,NA
"785",785,"Ag47","Mossi (Ouagadougou)","xd285","moss1236","Mossi","Atlantic-Congo","MonthlyMeanPrecipitation",78892.05434,NA,NA,NA,NA
"786",786,"Ad5","Mbugwe","xd120","mbug1242","Mbugwe","Atlantic-Congo","MonthlyMeanPrecipitation",78976.34522,NA,NA,NA,NA
"787",787,"Ca9","Goroa","xd457","goro1270","Gorowa","Afro-Asiatic","MonthlyMeanPrecipitation",78976.34522,NA,NA,NA,NA
"788",788,"Cb17","Fur","xd466","furr1244","Fur","Furan","MonthlyMeanPrecipitation",79072.05899,NA,NA,NA,NA
"789",789,"Nd13","Kalispel","xd1145","kali1309","Kalispel","Salishan","MonthlyMeanPrecipitation",79176.66775,NA,NA,NA,NA
"790",790,"SCCS139","Kutenai","xd1205","kute1249","Kutenai",NA,"MonthlyMeanPrecipitation",79176.66775,NA,NA,NA,NA
"791",791,"B388","Tasiilaq","xd1040","tunu1234","Tunumiisiut","Eskimo-Aleut","MonthlyMeanPrecipitation",79232.36762,NA,NA,NA,NA
"792",792,"Cb6","Tera","xd483","tera1251","Tera","Afro-Asiatic","MonthlyMeanPrecipitation",79278.35447,NA,NA,NA,NA
"793",793,"Ca20","Galab","xd427","daas1238","Daasanach","Afro-Asiatic","MonthlyMeanPrecipitation",79344.1675,NA,NA,NA,NA
"794",794,"Ca21","Hamar","xd428","hame1242","Hamer-Banna","South Omotic","MonthlyMeanPrecipitation",79344.1675,NA,NA,NA,NA
"795",795,"Sa16","Tolupan","xd1316","toll1241","Tol","Jicaquean","MonthlyMeanPrecipitation",79387.33759,NA,NA,NA,NA
"796",796,"B225","Washo","xd1196","wash1253","Washo",NA,"MonthlyMeanPrecipitation",79544.6403,NA,NA,NA,NA
"797",797,"SCCS116","Koreans","xd638","kore1280","Korean","Koreanic","MonthlyMeanPrecipitation",79581.19522,NA,NA,NA,NA
"798",798,"Nf8","Hasinai","xd1242","cadd1256","Caddo","Caddoan","MonthlyMeanPrecipitation",79730.02519,NA,NA,NA,NA
"799",799,"Ij6","Hawaiians","xd895","hawa1245","Hawaiian","Austronesian","MonthlyMeanPrecipitation",79926.61136,NA,NA,NA,NA
"800",800,"Ab18","Shona","xd19","shon1251","Shona","Atlantic-Congo","MonthlyMeanPrecipitation",80000.56697,NA,NA,NA,NA
"801",801,"B169","Mattole-Bear River","xd1099","matt1238","Mattole","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",80348.14694,NA,NA,NA,NA
"802",802,"WNAI41","Mattole-Bear River","xd1099","matt1238","Mattole","Athabaskan-Eyak-Tlingit","MonthlyMeanPrecipitation",80348.14694,NA,NA,NA,NA
"803",803,"SCCS22","Bambara","xd244","bamb1269","Bambara","Mande","MonthlyMeanPrecipitation",80352.35982,NA,NA,NA,NA
"804",804,"B73","Naron","xd7","naro1249","Naro","Khoe-Kwadi","MonthlyMeanPrecipitation",80431.75431,NA,NA,NA,NA
